MedInc,HouseAge,Latitude,Longitude,price
2.5223,35.0,36.78,-119.83,0.662
1.3385,24.0,36.78,-119.84,0.588
3.3447,21.0,36.79,-119.84,0.714
1.9575,24.0,36.79,-119.83,0.67
2.0324,35.0,36.78,-119.81,0.555
3.0,36.0,36.78,-119.81,0.797
2.6055,36.0,36.78,-119.82,0.692
2.6522,35.0,36.79,-119.82,0.659
1.6854,18.0,36.79,-119.82,0.647
2.9506,35.0,36.79,-119.81,0.738
1.9386,33.0,36.79,-119.79,0.675
2.03,38.0,36.78,-119.79,0.588
3.5542,43.0,36.78,-119.8,0.965
2.4167,39.0,36.79,-119.81,0.719
5.187,45.0,36.79,-119.8,1.538
3.069,35.0,36.81,-119.79,0.696
1.8514,34.0,36.8,-119.78,0.665
3.32,27.0,36.8,-119.79,1.247
4.25,33.0,36.81,-119.79,1.322
3.2642,34.0,36.79,-119.77,0.896
2.3293,31.0,36.78,-119.78,0.734
2.256,26.0,36.79,-119.79,0.645
1.5122,19.0,36.79,-119.79,0.475
2.9301,33.0,36.79,-119.78,0.683
2.1544,26.0,36.79,-119.76,0.728
2.1383,30.0,36.78,-119.76,0.788
2.9937,27.0,36.79,-119.77,0.811
3.3281,32.0,36.79,-119.76,0.751
2.1573,28.0,36.79,-119.74,0.714
2.293,28.0,36.78,-119.75,0.717
2.5893,29.0,36.8,-119.76,0.709
2.9244,32.0,36.8,-119.77,0.846
2.8994,34.0,36.8,-119.78,0.66
2.2094,20.0,36.8,-119.76,0.837
2.7222,24.0,36.8,-119.77,0.831
2.4678,18.0,36.8,-119.74,0.743
2.3333,25.0,36.8,-119.75,0.906
2.197,30.0,36.8,-119.75,0.745
1.2716,19.0,36.81,-119.76,0.694
3.4279,25.0,36.81,-119.77,0.847
2.3375,17.0,36.82,-119.76,0.993
3.567,28.0,36.81,-119.77,0.855
3.625,25.0,36.82,-119.78,0.895
4.2153,18.0,36.83,-119.78,0.952
4.5179,22.0,36.83,-119.76,0.996
5.2595,20.0,36.83,-119.76,1.109
4.7804,19.0,36.83,-119.77,1.011
5.0635,16.0,36.83,-119.77,1.085
4.0196,17.0,36.83,-119.76,0.842
4.9292,15.0,36.83,-119.75,1.094
4.1098,14.0,36.83,-119.74,1.082
5.3272,3.0,36.91,-119.77,1.742
5.0941,3.0,36.87,-119.75,1.437
3.9032,3.0,36.85,-119.74,1.408
2.4861,15.0,36.94,-119.7,0.863
6.9405,17.0,36.88,-119.71,1.652
4.0,20.0,36.86,-119.69,1.646
4.5398,20.0,36.85,-119.69,1.431
5.308,15.0,36.89,-119.67,1.675
2.5904,23.0,36.83,-119.7,0.714
2.3173,25.0,36.82,-119.7,0.682
2.7159,32.0,36.81,-119.7,0.68
1.8061,5.0,36.83,-119.71,1.134
3.5078,15.0,36.83,-119.71,1.09
5.3478,8.0,36.83,-119.73,1.388
5.0828,14.0,36.83,-119.73,1.114
2.3381,12.0,36.82,-119.71,1.125
1.6618,19.0,36.81,-119.71,0.697
1.7969,19.0,36.81,-119.71,0.728
2.9453,28.0,36.81,-119.72,0.722
2.7778,19.0,36.81,-119.73,0.797
1.9483,16.0,36.82,-119.72,1.125
2.2639,15.0,36.82,-119.72,0.525
3.9943,7.0,36.83,-119.69,1.002
4.9327,8.0,36.83,-119.69,0.895
1.4913,32.0,36.83,-119.69,0.546
3.1814,28.0,36.83,-119.69,0.789
4.4356,3.0,36.83,-119.67,1.113
5.0864,4.0,36.83,-119.67,1.137
6.1133,11.0,36.83,-119.68,1.2
4.5577,2.0,36.82,-119.67,1.233
4.9432,4.0,36.81,-119.67,1.144
5.0253,13.0,36.81,-119.68,1.062
1.8021,17.0,36.82,-119.69,0.559
4.81,15.0,36.82,-119.69,0.936
3.9792,16.0,36.81,-119.68,0.889
2.5446,13.0,36.81,-119.69,0.938
4.4934,15.0,36.81,-119.69,0.88
4.2066,7.0,36.8,-119.68,0.884
3.2813,31.0,36.8,-119.69,0.687
6.011,9.0,36.8,-119.67,1.631
3.7697,13.0,36.79,-119.69,0.836
3.5417,16.0,36.79,-119.68,0.713
2.7404,15.0,36.79,-119.69,0.763
2.6875,22.0,36.77,-119.69,0.606
4.0993,5.0,36.79,-119.69,0.83
6.0132,21.0,36.77,-119.68,1.508
4.9904,15.0,36.85,-119.64,1.573
5.6739,14.0,36.82,-119.64,1.738
4.526,19.0,36.79,-119.63,1.487
4.925,22.0,36.76,-119.63,1.547
3.0833,42.0,36.7,-119.63,1.333
4.5625,20.0,36.78,-119.53,1.369
5.4895,13.0,36.83,-119.58,1.567
4.0227,19.0,36.77,-119.58,1.265
4.5375,18.0,36.72,-119.59,1.306
4.5938,20.0,36.74,-119.5,1.069
3.6161,11.0,36.72,-119.57,0.995
2.5741,29.0,36.71,-119.56,0.73
2.181,37.0,36.71,-119.56,0.599
2.6458,10.0,36.71,-119.57,0.848
2.6823,34.0,36.7,-119.57,0.729
2.1182,40.0,36.7,-119.56,0.589
2.3687,31.0,36.7,-119.55,0.639
3.1442,30.0,36.7,-119.57,0.723
3.7261,7.0,36.7,-119.57,0.839
1.9766,42.0,36.69,-119.58,0.581
1.7132,21.0,36.69,-119.55,0.559
2.2448,20.0,36.7,-119.54,0.589
1.9076,32.0,36.71,-119.55,0.558
2.1515,6.0,36.72,-119.55,0.639
2.59,21.0,36.71,-119.52,0.693
3.2917,19.0,36.69,-119.47,1.601
3.4044,18.0,36.68,-119.41,1.153
3.625,25.0,36.63,-119.43,1.076
2.3618,38.0,36.64,-119.39,0.8
3.5074,37.0,36.59,-119.4,0.938
2.3359,24.0,37.1,-119.49,0.924
4.2679,14.0,36.94,-119.61,1.518
3.332,16.0,37.02,-119.57,1.118
3.1736,16.0,37.0,-119.48,1.118
3.9141,12.0,36.91,-119.46,1.239
2.0,15.0,36.89,-119.33,0.833
4.1838,44.0,37.25,-119.21,0.856
4.1563,12.0,37.13,-118.94,0.94
3.3269,22.0,37.09,-119.4,1.027
3.875,23.0,37.12,-119.34,1.25
3.0729,34.0,37.11,-119.28,1.446
5.1314,15.0,37.06,-119.32,1.792
3.7857,19.0,36.79,-118.91,0.786
2.6902,17.0,36.8,-119.24,0.944
2.2202,13.0,36.71,-119.25,1.0
2.2278,13.0,36.69,-119.12,0.905
2.6058,26.0,36.62,-119.34,0.922
1.6486,26.0,36.63,-119.31,0.552
1.7292,33.0,36.62,-119.31,0.52
1.5642,15.0,36.62,-119.32,0.515
1.4481,25.0,36.62,-119.31,0.517
2.4219,19.0,36.61,-119.43,0.658
2.2863,5.0,36.6,-119.44,0.692
2.0417,34.0,36.6,-119.44,0.725
2.5,42.0,36.6,-119.45,0.73
3.625,13.0,36.61,-119.46,1.083
3.7917,24.0,36.61,-119.45,0.905
3.9073,17.0,36.61,-119.44,0.916
1.767,15.0,36.59,-119.43,0.633
2.825,32.0,36.59,-119.44,0.676
1.8975,36.0,36.6,-119.45,0.609
1.516,28.0,36.59,-119.44,0.567
3.9844,18.0,36.6,-119.46,1.181
1.6875,41.0,36.59,-119.45,0.661
2.5234,37.0,36.58,-119.44,0.635
3.7813,18.0,36.58,-119.45,0.873
3.825,28.0,36.59,-119.45,0.842
2.309,18.0,36.6,-119.55,0.571
1.4937,20.0,36.61,-119.54,0.547
1.586,14.0,36.61,-119.55,0.569
2.2206,34.0,36.62,-119.5,0.634
1.9913,21.0,36.58,-119.49,0.953
1.8958,33.0,36.61,-119.52,0.551
1.5625,33.0,36.61,-119.53,0.558
1.6094,27.0,36.66,-119.6,0.552
3.0521,27.0,36.64,-119.59,1.138
2.5562,43.0,36.65,-119.53,0.932
1.9676,33.0,36.6,-119.63,0.624
2.6858,13.0,36.58,-119.62,0.624
3.5987,19.0,36.57,-119.59,1.317
2.8287,28.0,36.58,-119.6,0.731
2.6974,29.0,36.58,-119.61,0.73
4.0197,17.0,36.59,-119.62,0.88
2.2727,10.0,36.59,-119.61,0.927
2.5556,42.0,36.57,-119.6,0.697
1.8333,33.0,36.57,-119.6,0.683
1.5833,42.0,36.57,-119.61,0.651
1.2647,22.0,36.58,-119.63,0.553
1.4415,36.0,36.56,-119.6,0.544
2.0658,34.0,36.56,-119.64,0.925
1.625,34.0,36.56,-119.61,0.53
1.8878,30.0,36.56,-119.62,0.516
3.2917,34.0,36.55,-119.53,1.115
4.2045,16.0,36.52,-119.54,1.209
2.2132,46.0,36.51,-119.55,0.766
1.6635,37.0,36.51,-119.56,0.67
2.5033,9.0,36.51,-119.56,0.701
3.0294,31.0,36.52,-119.55,0.702
3.2019,19.0,36.53,-119.56,0.957
3.0469,32.0,36.56,-119.73,0.827
2.1908,32.0,36.57,-119.67,1.1
3.1333,30.0,36.51,-119.65,1.0
3.3214,35.0,36.52,-119.59,1.016
2.5921,20.0,36.52,-119.73,0.942
3.2083,26.0,36.44,-119.77,0.75
2.8125,29.0,36.46,-119.69,0.792
1.7813,29.0,36.43,-119.69,0.579
2.4044,34.0,36.54,-119.87,0.725
2.0216,32.0,36.55,-119.79,0.768
2.7321,31.0,36.51,-119.81,0.836
2.4375,19.0,36.54,-119.84,0.782
2.5208,31.0,36.54,-119.83,0.6
2.975,34.0,36.64,-119.89,0.9
2.0313,17.0,36.57,-119.97,0.694
2.4814,20.0,36.58,-119.9,0.746
2.4006,24.0,36.6,-119.81,0.764
2.4474,19.0,36.45,-119.86,0.756
1.7176,34.0,36.43,-119.86,0.584
2.8913,23.0,36.43,-119.85,0.609
2.1771,18.0,36.44,-119.97,0.392
2.1153,18.0,36.34,-120.08,1.125
2.3295,17.0,36.16,-120.1,0.55
1.5086,12.0,36.21,-120.1,0.647
1.4191,12.0,36.19,-120.09,0.551
2.4398,11.0,36.29,-120.27,0.875
2.1458,29.0,36.18,-120.43,1.042
3.0658,36.0,36.16,-120.37,0.65
1.8264,18.0,36.14,-120.36,0.62
2.7461,17.0,36.15,-120.38,0.7
3.2639,10.0,36.13,-120.37,0.864
4.381,34.0,36.15,-120.37,0.863
2.7792,18.0,36.16,-120.35,0.853
1.7075,9.0,36.14,-120.35,0.604
3.0134,29.0,36.13,-120.36,0.555
2.25,24.0,36.65,-120.31,0.766
2.4937,31.0,36.65,-120.25,0.66
2.3026,25.0,36.59,-120.18,0.906
2.293,29.0,36.61,-120.19,0.572
1.5536,25.0,36.6,-120.19,0.583
2.4786,14.0,36.49,-120.22,0.56
1.947,24.0,36.77,-120.41,0.689
2.5,18.0,36.72,-120.67,1.125
1.9417,20.0,36.55,-120.51,0.388
1.7184,11.0,36.78,-120.39,0.552
1.9056,25.0,36.75,-120.38,0.6
1.8125,25.0,36.76,-120.38,0.58
1.4038,12.0,36.76,-120.38,0.543
1.3386,20.0,36.87,-120.46,0.63
2.3523,34.0,36.86,-120.45,0.66
2.8182,29.0,36.84,-120.44,0.905
2.1759,20.0,36.85,-120.45,0.581
2.4414,21.0,36.86,-120.51,0.719
2.3295,42.0,36.97,-120.55,0.744
2.2083,18.0,36.84,-120.69,0.55
4.125,46.0,36.51,-119.55,0.675
4.625,36.0,36.51,-119.54,1.625
2.0192,18.0,39.75,-122.2,0.637
1.6948,30.0,39.75,-122.18,0.675
3.0469,20.0,39.74,-122.16,0.85
2.3507,39.0,39.74,-122.19,0.656
3.0469,16.0,39.79,-122.25,0.722
2.325,32.0,39.78,-122.16,0.696
2.2569,20.0,39.74,-122.13,0.943
3.35,23.0,39.7,-122.18,0.854
1.9375,16.0,39.75,-122.23,0.731
1.6607,16.0,39.71,-122.74,0.14999
2.3851,21.0,39.68,-122.38,0.675
3.6429,33.0,39.65,-122.14,0.875
3.25,28.0,39.55,-122.18,0.816
2.4861,25.0,39.5,-122.53,0.719
2.165,34.0,39.53,-122.19,0.587
2.3566,22.0,39.53,-122.2,0.71
1.3708,8.0,39.53,-122.23,1.25
2.1,17.0,39.51,-122.22,0.669
2.0625,39.0,39.52,-122.2,0.634
2.8333,37.0,39.51,-122.2,0.697
2.1705,23.0,39.5,-122.19,0.53
2.5625,23.0,39.72,-122.04,0.7
2.8466,34.0,39.6,-122.05,0.953
2.4917,43.0,39.47,-122.1,0.771
1.832,39.0,39.45,-121.94,0.705
2.1746,20.0,39.74,-122.01,0.587
0.957,52.0,40.8,-124.17,0.6
1.7308,52.0,40.8,-124.16,0.805
1.7778,52.0,40.79,-124.16,0.769
1.585,52.0,40.8,-124.17,0.755
1.8529,52.0,40.8,-124.17,0.625
2.2566,52.0,40.79,-124.16,0.927
2.5417,50.0,40.78,-124.16,0.854
1.6369,39.0,40.78,-124.17,0.683
1.8242,37.0,40.78,-124.19,0.7
1.745,39.0,40.79,-124.18,0.705
1.4668,40.0,40.79,-124.18,0.646
1.9688,43.0,40.79,-124.17,0.705
2.9038,43.0,40.78,-124.16,0.82
2.8529,35.0,40.77,-124.16,0.856
2.2227,30.0,40.77,-124.17,0.813
2.5536,37.0,40.78,-124.18,0.702
2.5096,33.0,40.78,-124.18,0.722
2.1607,34.0,40.78,-124.18,0.67
4.8516,13.0,40.75,-124.17,1.161
2.8056,26.0,40.76,-124.17,0.828
2.442,30.0,40.77,-124.19,0.69
1.75,50.0,40.81,-124.15,0.675
2.5,32.0,40.8,-124.14,0.726
1.755,47.0,40.8,-124.15,0.741
1.6111,52.0,40.8,-124.16,0.747
1.1386,52.0,40.8,-124.16,0.741
2.4896,38.0,40.79,-124.14,0.81
3.1711,41.0,40.78,-124.15,1.042
3.8,46.0,40.78,-124.16,0.818
2.1135,46.0,40.79,-124.16,0.906
3.0216,37.0,40.79,-124.15,0.864
3.4219,35.0,40.78,-124.14,0.928
2.9143,27.0,40.77,-124.14,0.996
3.375,24.0,40.76,-124.15,1.006
3.3984,36.0,40.78,-124.15,0.9
2.5536,23.0,40.81,-124.11,0.961
2.1101,34.0,40.78,-124.13,0.869
2.2478,31.0,40.8,-124.13,0.811
2.8833,29.0,40.79,-124.13,0.83
3.5833,32.0,40.79,-124.13,0.928
3.2216,34.0,40.86,-124.06,0.981
3.5156,31.0,40.85,-124.05,1.43
3.9792,22.0,40.8,-124.02,1.339
1.1157,18.0,40.86,-124.08,1.5
1.1742,25.0,40.86,-124.09,0.75
1.1576,44.0,40.87,-124.09,0.875
2.2138,47.0,40.87,-124.07,0.992
1.1479,29.0,40.87,-124.08,1.011
2.2188,50.0,40.88,-124.09,1.058
0.7684,31.0,40.87,-124.07,1.531
1.725,33.0,40.88,-124.15,0.575
2.0657,35.0,40.88,-124.1,0.811
1.5326,31.0,40.88,-124.09,0.741
2.4321,26.0,40.88,-124.09,0.821
2.7321,18.0,40.9,-124.1,0.926
3.3462,52.0,40.81,-124.23,0.508
2.5667,12.0,40.88,-124.06,1.395
3.0469,25.0,40.66,-123.74,1.36
1.6667,13.0,40.91,-124.08,0.788
2.0644,24.0,41.03,-123.76,0.798
1.0486,31.0,41.32,-123.85,0.367
1.8208,19.0,41.09,-123.72,0.5
1.4911,19.0,41.11,-123.63,0.592
1.8065,22.0,41.3,-123.66,0.627
2.1542,17.0,41.01,-123.52,0.838
2.0156,29.0,41.36,-124.08,0.628
2.4708,22.0,41.13,-124.06,1.194
3.0208,32.0,41.06,-124.14,1.434
1.9741,26.0,41.04,-124.1,0.979
3.538,21.0,40.97,-124.01,1.027
2.9485,29.0,40.92,-124.0,0.988
2.4559,28.0,40.89,-124.01,0.756
2.6923,41.0,40.88,-123.98,0.842
3.2891,28.0,40.93,-123.88,1.063
2.1726,23.0,41.02,-124.16,0.755
2.6847,18.0,40.99,-124.08,1.113
3.1406,20.0,40.95,-124.16,0.96
2.96,19.0,40.95,-124.11,0.817
2.5893,18.0,40.95,-124.09,0.996
3.5076,25.0,40.93,-124.11,0.736
2.7639,17.0,40.93,-124.11,0.902
2.3147,18.0,40.94,-124.08,0.701
2.8182,12.0,40.92,-124.09,1.269
5.0329,14.0,40.94,-124.05,1.656
1.8993,17.0,40.95,-124.1,0.784
2.9911,23.0,40.81,-124.07,1.197
3.8095,28.0,40.72,-124.02,1.199
3.9659,33.0,40.73,-124.1,1.118
4.0357,17.0,40.74,-124.17,1.289
2.8446,18.0,40.72,-124.14,1.005
4.2054,23.0,40.67,-124.14,1.306
3.5363,21.0,40.73,-124.19,0.901
1.6528,32.0,40.75,-124.21,0.581
2.5179,36.0,40.69,-124.27,0.79
3.0536,35.0,40.62,-124.18,1.07
2.8958,32.0,40.62,-124.17,0.864
2.5804,43.0,40.62,-124.13,0.921
2.4519,39.0,40.6,-124.16,0.851
2.0938,39.0,40.59,-124.15,0.796
4.025,27.0,40.6,-124.14,1.281
1.5625,22.0,40.59,-124.14,0.668
2.178,17.0,40.59,-124.14,0.768
3.4408,32.0,40.59,-124.05,0.952
2.7644,24.0,40.55,-124.09,0.973
2.3167,31.0,40.57,-123.96,0.926
1.7153,25.0,40.48,-123.73,0.771
2.6987,25.0,40.58,-124.14,0.925
2.1354,29.0,40.57,-124.14,0.751
2.4896,33.0,40.57,-124.11,0.741
3.25,38.0,40.55,-124.13,0.948
2.2357,30.0,40.5,-124.1,0.723
1.7574,42.0,40.5,-124.1,0.575
2.3947,38.0,40.44,-124.09,0.705
3.5345,52.0,40.47,-124.1,0.55
2.6094,34.0,40.45,-124.03,0.713
2.3571,52.0,40.58,-124.26,1.114
3.0806,52.0,40.54,-124.23,1.067
3.0147,52.0,40.54,-124.35,0.946
1.9417,32.0,40.28,-124.25,0.761
2.625,17.0,40.06,-124.08,1.356
1.319,16.0,40.22,-124.0,0.707
2.0962,28.0,40.28,-123.84,0.74
1.725,31.0,40.24,-123.68,0.543
1.2227,19.0,40.16,-123.82,0.768
2.087,33.0,40.12,-123.82,0.824
1.9625,35.0,40.11,-123.75,1.015
2.1864,17.0,40.05,-123.78,1.019
1.8793,38.0,33.12,-115.52,0.608
2.163,18.0,33.13,-115.52,0.534
2.101,21.0,33.12,-115.51,0.467
1.0,33.0,33.19,-115.46,0.4
1.6552,32.0,33.24,-115.51,0.433
2.4511,37.0,33.2,-115.6,0.725
2.9,27.0,33.09,-115.73,0.875
2.0463,17.0,33.04,-115.62,0.612
2.2969,20.0,33.04,-115.62,0.62
3.3472,31.0,33.04,-115.6,0.917
3.4038,29.0,32.99,-115.41,1.078
3.1979,17.0,32.96,-115.59,1.135
1.4583,32.0,32.98,-115.52,0.586
2.2054,21.0,32.98,-115.52,0.664
1.7159,25.0,32.99,-115.53,0.622
1.9088,20.0,32.99,-115.51,0.637
1.5372,23.0,32.99,-115.54,0.694
1.9464,27.0,32.98,-115.54,0.606
4.3523,17.0,32.99,-115.54,0.96
3.2593,24.0,32.98,-115.55,0.808
3.0091,41.0,32.97,-115.54,0.708
2.4063,35.0,32.97,-115.53,0.707
5.4349,33.0,32.98,-115.55,1.43
3.8177,21.0,32.96,-115.56,1.072
1.5217,34.0,32.97,-115.53,0.603
1.975,24.0,32.97,-115.52,0.664
1.9911,10.0,32.97,-115.52,0.675
3.6528,34.0,32.82,-115.32,1.0
6.2558,16.0,32.76,-115.39,1.463
3.3182,19.0,32.86,-115.4,1.138
2.3594,23.0,32.81,-115.37,0.743
1.9375,14.0,32.82,-115.37,0.809
3.5735,30.0,32.82,-115.37,0.711
1.9939,38.0,32.82,-115.38,0.658
1.8958,35.0,32.81,-115.38,0.675
1.7604,32.0,32.81,-115.37,0.686
3.2396,33.0,32.85,-115.57,0.623
1.7411,17.0,32.85,-115.57,0.635
1.9531,29.0,32.84,-115.57,0.611
3.5282,31.0,32.83,-115.57,0.675
4.875,20.0,32.85,-115.59,0.908
4.1293,3.0,32.87,-115.6,0.832
3.3583,19.0,32.87,-115.49,1.028
3.1667,23.0,32.8,-115.64,1.25
2.1792,18.0,32.79,-115.69,0.552
2.2083,44.0,32.8,-115.73,0.938
2.0938,16.0,32.75,-115.72,0.875
1.625,19.0,32.75,-115.64,1.125
4.475,5.0,32.81,-115.58,0.963
2.5664,34.0,32.82,-115.55,0.675
3.6597,10.0,32.81,-115.58,0.875
1.7188,17.0,32.8,-115.57,0.699
1.1853,16.0,32.8,-115.57,0.726
1.875,16.0,32.8,-115.57,0.938
2.6172,21.0,32.8,-115.48,0.885
2.2417,18.0,32.77,-115.52,0.792
1.735,14.0,32.73,-115.53,0.612
2.3571,17.0,32.73,-115.52,0.631
3.4107,13.0,32.75,-115.5,1.425
2.1136,23.0,32.8,-115.55,0.61
1.2083,22.0,32.79,-115.55,0.536
1.6607,30.0,32.79,-115.54,0.561
1.275,23.0,32.79,-115.54,0.604
1.6351,23.0,32.79,-115.55,0.596
4.5714,33.0,32.8,-115.57,0.686
2.1979,25.0,32.8,-115.56,0.639
1.5987,28.0,32.8,-115.56,0.594
1.3882,15.0,32.8,-115.56,0.694
1.3373,18.0,32.79,-115.56,0.583
3.2083,34.0,32.78,-115.56,0.762
1.1707,20.0,32.79,-115.56,0.625
1.6667,50.0,32.79,-115.57,0.681
3.0603,46.0,32.78,-115.56,0.708
4.6154,35.0,32.78,-115.56,0.862
5.128,25.0,32.78,-115.57,0.996
3.1597,29.0,32.78,-115.56,0.762
2.8025,5.0,32.78,-115.55,0.843
5.7843,5.0,32.78,-115.58,1.101
6.3814,8.0,32.79,-115.59,1.599
1.6635,14.0,32.79,-115.58,0.644
3.6042,34.0,32.79,-115.57,0.736
4.0375,29.0,32.78,-115.57,0.864
6.2715,20.0,32.78,-115.57,0.972
4.3021,15.0,32.78,-115.57,0.875
4.4821,15.0,32.76,-115.56,1.403
2.5769,30.0,32.69,-115.59,0.944
1.899,17.0,32.69,-115.49,0.64
1.6838,19.0,32.7,-115.4,0.958
1.375,25.0,32.67,-115.49,0.701
1.4828,24.0,32.67,-115.49,0.731
2.3319,15.0,32.68,-115.48,0.912
1.5931,18.0,32.68,-115.5,0.884
2.1776,35.0,32.67,-115.5,0.755
1.1311,29.0,32.67,-115.49,0.847
2.625,11.0,32.68,-115.51,0.727
2.0625,6.0,32.67,-115.52,0.677
1.7292,17.0,33.33,-116.05,0.813
1.2639,16.0,33.19,-116.0,0.513
4.0208,15.0,32.93,-115.88,0.325
1.4338,26.0,32.74,-116.0,0.439
1.5417,18.0,32.69,-115.9,0.575
2.8684,20.0,33.41,-116.01,0.628
2.0109,15.0,33.4,-115.99,0.543
2.7,5.0,33.38,-115.94,0.588
1.4688,8.0,33.32,-115.98,0.538
0.922,15.0,33.36,-115.91,0.675
1.7857,19.0,33.34,-115.9,0.628
1.125,27.0,33.3,-115.96,0.544
1.8958,12.0,33.28,-115.95,0.538
5.3374,2.0,33.26,-115.8,0.475
0.8964,24.0,33.43,-114.73,0.592
3.1607,18.0,33.07,-114.98,0.575
1.7727,19.0,33.36,-115.73,0.5
1.2132,23.0,33.35,-115.73,0.3
0.8571,21.0,32.79,-114.65,0.25
1.275,19.0,32.8,-114.55,0.561
0.8585,15.0,32.76,-114.63,0.45
1.2049,17.0,32.74,-114.66,0.44
2.1212,16.0,37.35,-118.18,1.083
4.1576,19.0,37.4,-118.43,1.415
3.2132,19.0,37.39,-118.6,1.66
3.0817,20.0,37.25,-118.45,1.188
4.337,26.0,37.37,-118.45,1.397
4.375,21.0,37.35,-118.42,1.804
1.7388,18.0,37.36,-118.42,0.544
1.9722,34.0,37.36,-118.4,1.161
1.8325,25.0,37.37,-118.39,1.058
2.3261,38.0,37.36,-118.39,0.984
2.75,22.0,37.17,-118.3,0.945
1.7292,19.0,36.95,-117.9,1.375
2.325,35.0,36.94,-118.31,0.806
2.0357,34.0,36.64,-118.05,0.742
2.2574,23.0,36.63,-118.18,1.047
1.7868,25.0,36.13,-117.69,0.455
2.1,19.0,36.4,-117.02,0.14999
1.1471,14.0,36.0,-116.22,0.329
2.7583,42.0,35.42,-119.02,0.649
2.5703,45.0,35.42,-119.03,0.624
2.6094,38.0,35.42,-119.03,0.679
4.3162,14.0,35.45,-119.03,0.871
3.0268,5.0,35.44,-119.05,0.77
4.0125,29.0,35.44,-119.02,0.844
3.1736,39.0,35.43,-119.02,0.707
2.2727,40.0,35.42,-119.02,0.672
1.8472,36.0,35.42,-119.02,0.574
1.4598,40.0,35.42,-119.02,0.526
1.6286,42.0,35.42,-119.03,0.546
1.7857,41.0,35.41,-119.03,0.543
1.8403,47.0,35.42,-119.04,0.547
2.8393,41.0,35.42,-119.05,0.57
2.325,35.0,35.42,-119.05,0.632
2.0575,21.0,35.41,-119.02,0.67
1.97,41.0,35.41,-119.02,0.519
2.0331,37.0,35.41,-119.03,0.532
3.0625,25.0,35.41,-119.04,0.694
1.3222,31.0,35.41,-119.02,0.514
2.1818,35.0,35.4,-119.03,0.635
1.3587,20.0,35.41,-119.04,0.675
5.5261,10.0,35.42,-119.08,1.32
2.6812,19.0,35.42,-119.07,1.076
5.6235,12.0,35.41,-119.09,1.306
4.8571,28.0,35.43,-119.09,2.375
3.8611,18.0,35.4,-119.05,1.264
5.575,10.0,35.39,-119.08,1.322
1.7109,11.0,35.4,-119.01,0.446
1.8289,29.0,35.39,-119.01,0.594
1.4427,36.0,35.38,-119.01,0.506
1.3527,30.0,35.39,-119.02,0.6
4.0208,43.0,35.4,-118.99,0.904
3.5714,48.0,35.4,-118.99,0.846
4.3906,44.0,35.4,-119.0,0.939
3.7708,42.0,35.39,-119.0,0.794
2.8295,51.0,35.39,-119.0,0.721
3.996,36.0,35.41,-118.97,0.855
3.1906,34.0,35.4,-118.97,0.762
2.8393,34.0,35.4,-118.98,0.698
2.9821,36.0,35.4,-118.98,0.731
3.4205,36.0,35.4,-118.98,0.766
3.875,36.0,35.41,-118.98,0.945
3.2325,28.0,35.4,-118.96,0.89
2.947,29.0,35.41,-118.96,0.871
3.6875,23.0,35.4,-118.95,1.017
3.5524,27.0,35.4,-118.96,0.891
3.1297,23.0,35.39,-118.96,0.79
3.6734,34.0,35.38,-118.96,0.929
3.5938,35.0,35.38,-118.95,0.952
3.0568,41.0,35.38,-118.96,0.856
3.7533,26.0,35.38,-118.94,0.87
3.725,30.0,35.38,-118.95,0.831
3.8307,33.0,35.38,-118.92,0.706
3.875,21.0,35.41,-118.95,0.995
4.2214,14.0,35.4,-118.94,1.046
5.4592,27.0,35.39,-118.94,1.391
7.7751,13.0,35.39,-118.94,1.941
3.0938,6.0,35.41,-118.9,1.008
6.3639,10.0,35.41,-118.94,1.43
2.569,10.0,35.4,-118.91,1.13
3.5441,14.0,35.37,-118.87,0.87
3.3462,32.0,35.37,-118.91,0.676
2.1111,20.0,35.34,-118.88,1.053
2.4919,17.0,35.37,-118.92,0.757
2.6903,34.0,35.37,-118.93,0.628
2.0643,33.0,35.37,-118.94,0.576
1.8523,23.0,35.37,-118.94,0.597
2.1588,34.0,35.37,-118.95,0.613
2.875,37.0,35.37,-118.94,0.574
1.6728,37.0,35.37,-118.95,0.554
1.7467,41.0,35.37,-118.96,0.524
1.365,40.0,35.37,-118.96,0.543
2.774,38.0,35.39,-118.97,0.595
1.625,32.0,35.38,-118.97,0.468
1.0648,39.0,35.38,-118.98,0.5
0.9951,42.0,35.38,-118.97,0.48
1.8819,41.0,35.37,-118.97,0.58
1.375,35.0,35.38,-118.97,0.575
1.4024,26.0,35.38,-118.99,0.51
1.3451,30.0,35.38,-118.99,0.575
1.4146,22.0,35.39,-118.98,0.491
1.4786,24.0,35.38,-118.98,0.548
1.625,34.0,35.38,-118.98,0.508
0.8639,28.0,35.38,-118.98,0.494
1.6009,39.0,35.39,-118.99,0.488
1.8319,36.0,35.39,-118.99,0.554
2.5083,52.0,35.39,-118.99,0.701
1.1875,29.0,35.39,-118.98,0.507
1.2618,32.0,35.39,-118.98,0.469
2.2212,41.0,35.37,-119.0,0.555
1.4773,36.0,35.37,-118.99,0.574
1.7292,38.0,35.37,-118.99,0.581
1.1638,35.0,35.37,-118.98,0.579
1.4125,52.0,35.37,-118.97,0.425
1.1944,44.0,35.38,-119.01,0.575
1.075,52.0,35.38,-119.01,0.675
1.9125,35.0,35.37,-119.01,0.475
